Raw Event
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM03.GAZPROM.LOC"",""EventRecordID"":""44394"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""99076"",""ThreadID"":""82464"",""TimeCreated"":""1709709078994"",""UserId"":""CNTR\\GFKKA""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""ping 10.56.238.42 -t"",""ScriptBlockId"":""57d4eb6d-e0ac-4b1e-b439-b3f37c61a93c""}}"
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM03.GAZPROM.LOC"",""EventRecordID"":""44388"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""99076"",""ThreadID"":""82464"",""TimeCreated"":""1709708500306"",""UserId"":""CNTR\\GFKKA""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""ping 10.56.238.42 -t"",""ScriptBlockId"":""c185f686-6d70-45f2-95ac-a2cd1b68a237""}}"
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM03.GAZPROM.LOC"",""EventRecordID"":""44392"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""99076"",""ThreadID"":""82464"",""TimeCreated"":""1709709077849"",""UserId"":""CNTR\\GFKKA""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""prompt"",""ScriptBlockId"":""6943fd36-f2f5-452a-89c6-97d22a20ba1d""}}"
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM03.GAZPROM.LOC"",""EventRecordID"":""44390"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""99076"",""ThreadID"":""82464"",""TimeCreated"":""1709709077506"",""UserId"":""CNTR\\GFKKA""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""prompt"",""ScriptBlockId"":""8fb8d8a0-434f-4dd2-9664-558faeab19f5""}}"
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM03.GAZPROM.LOC"",""EventRecordID"":""44391"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""99076"",""ThreadID"":""82464"",""TimeCreated"":""1709709077681"",""UserId"":""CNTR\\GFKKA""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""prompt"",""ScriptBlockId"":""d503c705-654e-4b2b-b35d-37b01e048f43""}}"
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM03.GAZPROM.LOC"",""EventRecordID"":""44393"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""99076"",""ThreadID"":""82464"",""TimeCreated"":""1709709078034"",""UserId"":""CNTR\\GFKKA""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""prompt"",""ScriptBlockId"":""40d35b9c-79c6-4542-8d1b-58dac5099dc9""}}"
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM02.GAZPROM.LOC"",""EventRecordID"":""120760"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""10520"",""ThreadID"":""15208"",""TimeCreated"":""1709710503378"",""UserId"":""CNTR\\IvP.Romanov""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""\""PS $($executionContext.SessionState.Path.CurrentLocation)$('>' * ($nestedPromptLevel + 1)) \""\n# .Link\n# http://go.microsoft.com/fwlink/?LinkID=225750\n# .ExternalHelp System.Management.Automation.dll-help.xml\n"",""ScriptBlockId"":""72fc996b-abb9-414b-aa01-4ad72eb3b937""}}"
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM02.GAZPROM.LOC"",""EventRecordID"":""120762"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""10520"",""ThreadID"":""15208"",""TimeCreated"":""1709710503585"",""UserId"":""CNTR\\IvP.Romanov""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""$space = New-Object System.Management.Automation.Host.BufferCell\n$space.Character = ' '\n$space.ForegroundColor = $host.ui.rawui.ForegroundColor\n$space.BackgroundColor = $host.ui.rawui.BackgroundColor\n$rect = New-Object System.Management.Automation.Host.Rectangle\n$rect.Top = $rect.Bottom = $rect.Right = $rect.Left = -1\n$origin = New-Object System.Management.Automation.Host.Coordinates\n$Host.UI.RawUI.CursorPosition = $origin\n$Host.UI.RawUI.SetBufferContents($rect, $space)\n# .Link\n# http://go.microsoft.com/fwlink/?LinkID=225747\n# .ExternalHelp System.Management.Automation.dll-help.xml\n"",""ScriptBlockId"":""556a5da5-fef1-4d90-a0ad-eee274fa2ace""}}"
"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM02.GAZPROM.LOC"",""EventRecordID"":""120763"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""10520"",""ThreadID"":""15208"",""TimeCreated"":""1709710503587"",""UserId"":""CNTR\\IvP.Romanov""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""param([string[]]$paths)\n\n$OutputEncoding = [System.Console]::OutputEncoding\n\nif($paths)\n{\n    foreach ($file in $paths)\n    {\n        Get-Content $file | more.com\n    }\n}\nelse\n{\n    $input | more.com\n}\n"",""ScriptBlockId"":""f0b83ac4-f6ff-487f-a398-50bc0d280973""}}"











Raw Event

"{""System"":{""EventId"":""4104"",""Version"":""1"",""Channel"":""Microsoft-Windows-PowerShell/Operational"",""ProviderName"":""Microsoft-Windows-PowerShell"",""Computer"":""C1P1-ADM02.GAZPROM.LOC"",""EventRecordID"":""120761"",""Keywords"":""None"",""Level"":""Verbose"",""Opcode"":""15"",""Task"":""102"",""ProcessID"":""10520"",""ThreadID"":""15208"",""TimeCreated"":""1709710503584"",""UserId"":""CNTR\\IvP.Romanov""},""EventData"":{""MessageNumber"":""1"",""MessageTotal"":""1"",""ScriptBlockText"":""<# Options include:\n     RelativeFilePaths - [bool]\n         Always resolve file paths using Resolve-Path -Relative.\n         The default is to use some heuristics to guess if relative or absolute is better.\n\n   To customize your own custom options, pass a hashtable to CompleteInput, e.g.\n         return [System.Management.Automation.CommandCompletion]::CompleteInput($inputScript, $cursorColumn,\n             @{ RelativeFilePaths=$false }\n#>\n\n[CmdletBinding(DefaultParameterSetName = 'ScriptInputSet')]\nParam(\n    [Parameter(ParameterSetName = 'ScriptInputSet', Mandatory = $true, Position = 0)]\n    [string] $inputScript,\n    \n    [Parameter(ParameterSetName = 'ScriptInputSet', Mandatory = $true, Position = 1)]\n    [int] $cursorColumn,\n\n    [Parameter(ParameterSetName = 'AstInputSet', Mandatory = $true, Position = 0)]\n    [System.Management.Automation.Language.Ast] $ast,\n\n    [Parameter(ParameterSetName = 'AstInputSet', Mandatory = $true, Position = 1)]\n    [System.Management.Automation.Language.Token[]] $tokens,\n\n    [Parameter(ParameterSetName = 'AstInputSet', Mandatory = $true, Position = 2)]\n    [System.Management.Automation.Language.IScriptPosition] $positionOfCursor,\n    \n    [Parameter(ParameterSetName = 'ScriptInputSet', Position = 2)]\n    [Parameter(ParameterSetName = 'AstInputSet', Position = 3)]\n    [Hashtable] $options = $null\n)\n\nEnd\n{\n    if ($psCmdlet.ParameterSetName -eq 'ScriptInputSet')\n    {\n        return [System.Management.Automation.CommandCompletion]::CompleteInput(\n            <#inputScript#>  $inputScript,\n            <#cursorColumn#> $cursorColumn,\n            <#options#>      $options)\n    }\n    else\n    {\n        return [System.Management.Automation.CommandCompletion]::CompleteInput(\n            <#ast#>              $ast,\n            <#tokens#>           $tokens,\n            <#positionOfCursor#> $positionOfCursor,\n            <#options#>          $options)\n    }\n}\n        "",""ScriptBlockId"":""14fe6d1c-c1cb-4898-8a6c-cdba3371ad57""}}"











